job_id,order_id,product_id,operation_id,sequence,machine_id,material_id,worker_id,shift_id,batch_quantity,processing_hours,scheduled_start,scheduled_end,actual_start,actual_end,downtime_minutes,downtime_factor_id,energy_kwh,job_status
J01225,ORD0205,PRD012,OP10,10,M02,MAT003,W073,S2,3500,1.26,27-05-2025 06:00:00,27-05-2025 07:15:36,27-05-2025 06:06:50,27-05-2025 07:32:43,6.2,,27.7,On-Time
J01226,ORD0205,PRD012,OP20,20,M01,MAT001,W068,S3,3500,0.8,27-05-2025 07:30:36,27-05-2025 08:18:36,27-05-2025 07:30:36,27-05-2025 08:12:47,18.4,,14.4,On-Time
J01227,ORD0205,PRD012,OP30,30,M02,MAT006,W033,S1,3500,0.75,27-05-2025 08:33:36,27-05-2025 09:18:36,27-05-2025 08:39:28,27-05-2025 09:33:16,5.1,,16.5,On-Time
J01228,ORD0205,PRD012,OP40,40,M03,MAT003,W046,S3,3500,0.98,27-05-2025 09:33:36,27-05-2025 10:32:24,27-05-2025 10:21:09,27-05-2025 12:31:17,14.6,F08,25.5,Delayed
J01229,ORD0205,PRD012,OP50,50,M05,MAT004,W035,S3,3500,0.57,27-05-2025 10:47:24,27-05-2025 11:21:36,27-05-2025 10:47:24,27-05-2025 11:04:55,11.1,,11.4,On-Time
J01230,ORD0205,PRD012,OP60,60,M05,MAT006,W036,S2,3500,0.84,27-05-2025 11:36:36,27-05-2025 12:27:00,27-05-2025 11:41:47,27-05-2025 12:39:58,2.0,,16.8,On-Time
J01231,ORD0206,PRD031,OP10,10,M01,MAT005,W073,S2,8500,1.82,27-05-2025 06:00:00,27-05-2025 07:49:12,27-05-2025 06:03:46,27-05-2025 07:58:38,11.6,,32.8,On-Time
J01232,ORD0206,PRD031,OP20,20,M01,MAT001,W080,S1,8500,1.61,27-05-2025 08:04:12,27-05-2025 09:40:48,27-05-2025 08:06:15,27-05-2025 09:45:55,11.0,,29.0,On-Time
J01233,ORD0206,PRD031,OP30,30,M02,MAT005,W039,S1,8500,0.89,27-05-2025 09:55:48,27-05-2025 10:49:12,27-05-2025 09:57:27,27-05-2025 10:53:19,4.0,,19.6,On-Time
J01234,ORD0206,PRD031,OP40,40,M03,MAT005,W052,S3,8500,1.6,27-05-2025 11:04:12,27-05-2025 12:40:12,27-05-2025 12:22:34,27-05-2025 15:56:09,27.9,F02,41.6,Failed
J01235,ORD0206,PRD031,OP50,50,M05,MAT005,W059,S1,8500,0.97,27-05-2025 12:55:12,27-05-2025 13:53:24,27-05-2025 12:55:12,27-05-2025 13:36:27,7.9,,19.4,On-Time
J01236,ORD0206,PRD031,OP60,60,M05,MAT001,W060,S3,8500,1.12,27-05-2025 14:08:24,27-05-2025 15:15:36,27-05-2025 15:21:20,27-05-2025 18:17:58,25.9,F02,22.4,Failed
J01237,ORD0207,PRD033,OP10,10,M02,MAT002,W007,S3,3000,0.84,28-05-2025 06:00:00,28-05-2025 06:50:24,28-05-2025 06:32:11,28-05-2025 08:10:52,13.5,F09,18.5,Delayed
J01238,ORD0207,PRD033,OP20,20,M02,MAT004,W068,S1,3000,0.94,28-05-2025 07:05:24,28-05-2025 08:01:48,28-05-2025 07:05:24,28-05-2025 07:48:30,4.8,,20.7,On-Time
J01239,ORD0207,PRD033,OP30,30,M03,MAT002,W021,S1,3000,0.77,28-05-2025 08:16:48,28-05-2025 09:03:00,28-05-2025 08:17:37,28-05-2025 09:05:04,16.3,,20.0,On-Time
J01240,ORD0207,PRD033,OP40,40,M03,MAT006,W046,S1,3000,1.11,28-05-2025 09:18:00,28-05-2025 10:24:36,28-05-2025 09:18:00,28-05-2025 10:16:04,10.7,,28.9,On-Time
J01241,ORD0207,PRD033,OP50,50,M04,MAT005,W065,S2,3000,0.68,28-05-2025 10:39:36,28-05-2025 11:20:24,28-05-2025 11:06:50,28-05-2025 12:28:29,14.4,F07,16.3,Delayed
J01242,ORD0207,PRD033,OP60,60,M05,MAT003,W072,S3,3000,1.06,28-05-2025 11:35:24,28-05-2025 12:39:00,28-05-2025 12:44:16,28-05-2025 15:31:11,28.5,F03,21.2,Delayed
J01243,ORD0208,PRD023,OP10,10,M02,MAT003,W037,S1,2000,1.18,08-05-2025 06:00:00,08-05-2025 07:10:48,08-05-2025 07:00:41,08-05-2025 09:42:30,8.7,F09,26.0,Delayed
J01244,ORD0208,PRD023,OP20,20,M02,MAT006,W050,S3,2000,0.95,08-05-2025 07:25:48,08-05-2025 08:22:48,08-05-2025 07:25:48,08-05-2025 08:06:45,19.9,,20.9,On-Time
J01245,ORD0208,PRD023,OP30,30,M03,MAT006,W027,S1,2000,0.83,08-05-2025 08:37:48,08-05-2025 09:27:36,08-05-2025 08:41:05,08-05-2025 09:35:49,8.5,,21.6,On-Time
J01246,ORD0208,PRD023,OP40,40,M03,MAT004,W022,S1,2000,0.9,08-05-2025 09:42:36,08-05-2025 10:36:36,08-05-2025 09:42:36,08-05-2025 10:25:01,13.5,,23.4,On-Time
J01247,ORD0208,PRD023,OP50,50,M04,MAT001,W053,S1,2000,0.62,08-05-2025 10:51:36,08-05-2025 11:28:48,08-05-2025 11:37:45,08-05-2025 13:24:10,12.0,F06,14.9,Delayed
J01248,ORD0208,PRD023,OP60,60,M01,MAT001,W030,S3,2000,0.76,08-05-2025 11:43:48,08-05-2025 12:29:24,08-05-2025 11:43:48,08-05-2025 12:25:05,22.9,,13.7,On-Time
J01249,ORD0209,PRD024,OP10,10,M01,MAT001,W055,S2,8000,1.68,10-05-2025 06:00:00,10-05-2025 07:40:48,10-05-2025 06:06:10,10-05-2025 07:56:14,11.3,,30.2,On-Time
J01250,ORD0209,PRD024,OP20,20,M01,MAT001,W032,S1,8000,1.25,10-05-2025 07:55:48,10-05-2025 09:10:48,10-05-2025 07:58:48,10-05-2025 09:18:18,0.0,,22.5,On-Time
J01251,ORD0209,PRD024,OP30,30,M02,MAT003,W081,S3,8000,1.22,10-05-2025 09:25:48,10-05-2025 10:39:00,10-05-2025 09:55:51,10-05-2025 11:54:09,27.0,F09,26.8,Delayed
J01252,ORD0209,PRD024,OP40,40,M03,MAT003,W022,S1,8000,1.54,10-05-2025 10:54:00,10-05-2025 12:26:24,10-05-2025 10:54:00,10-05-2025 12:11:49,16.9,,40.0,On-Time
J01253,ORD0209,PRD024,OP50,50,M05,MAT003,W053,S2,8000,0.8,10-05-2025 12:41:24,10-05-2025 13:29:24,10-05-2025 12:45:56,10-05-2025 13:40:45,1.2,,16.0,On-Time
J01254,ORD0209,PRD024,OP60,60,M01,MAT002,W030,S1,8000,1.28,10-05-2025 13:44:24,10-05-2025 15:01:12,10-05-2025 13:44:24,10-05-2025 14:59:41,8.9,,23.0,On-Time
J01255,ORD0210,PRD010,OP10,10,M01,MAT006,W073,S3,2500,1.05,22-05-2025 06:00:00,22-05-2025 07:03:00,22-05-2025 06:00:00,22-05-2025 06:47:37,20.6,,18.9,On-Time
J01256,ORD0210,PRD010,OP20,20,M01,MAT003,W002,S2,2500,0.75,22-05-2025 07:18:00,22-05-2025 08:03:00,22-05-2025 07:18:00,22-05-2025 07:48:42,6.6,,13.5,On-Time
J01257,ORD0210,PRD010,OP30,30,M02,MAT006,W063,S1,2500,0.79,22-05-2025 08:18:00,22-05-2025 09:05:24,22-05-2025 08:24:43,22-05-2025 09:22:12,16.2,,17.4,On-Time
J01258,ORD0210,PRD010,OP40,40,M03,MAT003,W058,S2,2500,1.05,22-05-2025 09:20:24,22-05-2025 10:23:24,22-05-2025 09:20:24,22-05-2025 10:14:08,13.2,,27.3,On-Time
J01259,ORD0210,PRD010,OP50,50,M05,MAT001,W041,S1,2500,0.6,22-05-2025 10:38:24,22-05-2025 11:14:24,22-05-2025 10:45:07,22-05-2025 11:31:11,12.9,,12.0,On-Time
J01260,ORD0210,PRD010,OP60,60,M01,MAT001,W042,S2,2500,1.01,22-05-2025 11:29:24,22-05-2025 12:30:00,22-05-2025 11:32:00,22-05-2025 12:36:31,12.5,,18.2,On-Time
J01261,ORD0211,PRD029,OP10,10,M01,MAT006,W001,S3,7500,1.57,25-05-2025 06:00:00,25-05-2025 07:34:12,25-05-2025 06:00:00,25-05-2025 07:27:01,20.6,,28.3,On-Time
J01262,ORD0211,PRD029,OP20,20,M01,MAT006,W062,S1,7500,1.24,25-05-2025 07:49:12,25-05-2025 09:03:36,25-05-2025 07:49:12,25-05-2025 08:59:24,6.2,,22.3,On-Time
J01263,ORD0211,PRD029,OP30,30,M02,MAT005,W003,S3,7500,1.22,25-05-2025 09:18:36,25-05-2025 10:31:48,25-05-2025 11:23:52,25-05-2025 15:44:58,30.9,F05,26.8,Failed
J01264,ORD0211,PRD029,OP40,40,M04,MAT006,W016,S1,7500,1.5,25-05-2025 10:46:48,25-05-2025 12:16:48,25-05-2025 10:46:48,25-05-2025 12:01:29,19.2,,36.0,On-Time
J01265,ORD0211,PRD029,OP50,50,M04,MAT005,W005,S3,7500,1.02,25-05-2025 12:31:48,25-05-2025 13:33:00,25-05-2025 13:51:06,25-05-2025 16:51:15,18.8,F03,24.5,Failed
J01266,ORD0211,PRD029,OP60,60,M05,MAT001,W036,S3,7500,1.31,25-05-2025 13:48:00,25-05-2025 15:06:36,25-05-2025 13:53:11,25-05-2025 15:19:34,21.9,,26.2,On-Time
J01267,ORD0212,PRD006,OP10,10,M02,MAT002,W007,S1,7000,1.34,01-06-2025 06:00:00,01-06-2025 07:20:24,01-06-2025 06:02:49,01-06-2025 07:27:27,3.8,,29.5,On-Time
J01268,ORD0212,PRD006,OP20,20,M02,MAT002,W080,S1,7000,1.27,01-06-2025 07:35:24,01-06-2025 08:51:36,01-06-2025 08:17:27,01-06-2025 10:36:45,7.2,F03,27.9,Delayed
J01269,ORD0212,PRD006,OP30,30,M02,MAT003,W051,S2,7000,0.89,01-06-2025 09:06:36,01-06-2025 10:00:00,01-06-2025 09:06:36,01-06-2025 09:59:05,16.8,,19.6,On-Time
J01270,ORD0212,PRD006,OP40,40,M03,MAT003,W022,S1,7000,1.75,01-06-2025 10:15:00,01-06-2025 12:00:00,01-06-2025 10:19:09,01-06-2025 12:10:23,14.1,,45.5,On-Time
J01271,ORD0212,PRD006,OP50,50,M04,MAT004,W017,S2,7000,0.95,01-06-2025 12:15:00,01-06-2025 13:12:00,01-06-2025 12:31:53,01-06-2025 13:54:13,8.8,F04,22.8,Delayed
J01272,ORD0212,PRD006,OP60,60,M05,MAT001,W084,S2,7000,1.23,01-06-2025 13:27:00,01-06-2025 14:40:48,01-06-2025 13:34:07,01-06-2025 14:58:36,5.0,,24.6,On-Time
J01273,ORD0213,PRD022,OP10,10,M01,MAT003,W061,S1,9000,1.88,10-05-2025 06:00:00,10-05-2025 07:52:48,10-05-2025 07:03:35,10-05-2025 10:31:45,5.4,F07,33.8,Delayed
J01274,ORD0213,PRD022,OP20,20,M01,MAT005,W002,S3,9000,1.72,10-05-2025 08:07:48,10-05-2025 09:51:00,10-05-2025 09:12:02,10-05-2025 12:31:35,19.7,F04,31.0,Delayed
J01275,ORD0213,PRD022,OP30,30,M02,MAT006,W003,S3,9000,0.83,10-05-2025 10:06:00,10-05-2025 10:55:48,10-05-2025 10:58:54,10-05-2025 13:08:03,23.3,F09,18.3,Delayed
J01276,ORD0213,PRD022,OP40,40,M04,MAT006,W082,S1,9000,1.76,10-05-2025 11:10:48,10-05-2025 12:56:24,10-05-2025 11:10:48,10-05-2025 12:43:25,16.5,,42.2,On-Time
J01277,ORD0213,PRD022,OP50,50,M04,MAT006,W011,S2,9000,0.92,10-05-2025 13:11:24,10-05-2025 14:06:36,10-05-2025 13:17:14,10-05-2025 14:21:12,7.8,,22.1,On-Time
J01278,ORD0213,PRD022,OP60,60,M01,MAT006,W036,S1,9000,1.37,10-05-2025 14:21:36,10-05-2025 15:43:48,10-05-2025 14:21:36,10-05-2025 15:42:00,6.9,,24.7,On-Time
J01279,ORD0214,PRD035,OP10,10,M02,MAT001,W031,S3,5000,1.53,14-05-2025 06:00:00,14-05-2025 07:31:48,14-05-2025 07:00:11,14-05-2025 10:02:17,19.6,F07,33.7,Delayed
J01280,ORD0214,PRD035,OP20,20,M01,MAT003,W068,S3,5000,0.98,14-05-2025 07:46:48,14-05-2025 08:45:36,14-05-2025 07:46:48,14-05-2025 08:38:22,10.7,,17.6,On-Time
J01281,ORD0214,PRD035,OP30,30,M03,MAT006,W039,S2,5000,1.02,14-05-2025 09:00:36,14-05-2025 10:01:48,14-05-2025 09:00:36,14-05-2025 09:54:53,3.8,,26.5,On-Time
J01282,ORD0214,PRD035,OP40,40,M04,MAT004,W022,S3,5000,1.24,14-05-2025 10:16:48,14-05-2025 11:31:12,14-05-2025 12:37:50,14-05-2025 17:23:47,28.6,F05,29.8,Failed
J01283,ORD0214,PRD035,OP50,50,M04,MAT006,W083,S2,5000,0.65,14-05-2025 11:46:12,14-05-2025 12:25:12,14-05-2025 12:01:47,14-05-2025 13:04:11,11.0,F06,15.6,Delayed
J01284,ORD0214,PRD035,OP60,60,M05,MAT002,W066,S1,5000,0.81,14-05-2025 12:40:12,14-05-2025 13:28:48,14-05-2025 12:45:02,14-05-2025 13:40:53,12.1,,16.2,On-Time
J01285,ORD0215,PRD021,OP10,10,M02,MAT004,W043,S2,5000,0.99,09-05-2025 06:00:00,09-05-2025 06:59:24,09-05-2025 06:00:00,09-05-2025 06:49:34,4.3,,21.8,On-Time
J01286,ORD0215,PRD021,OP20,20,M01,MAT001,W050,S2,5000,1.06,09-05-2025 07:14:24,09-05-2025 08:18:00,09-05-2025 07:19:51,09-05-2025 08:31:38,2.3,,19.1,On-Time
J01287,ORD0215,PRD021,OP30,30,M02,MAT003,W069,S2,5000,0.86,09-05-2025 08:33:00,09-05-2025 09:24:36,09-05-2025 09:39:59,09-05-2025 12:12:03,5.6,F03,18.9,Delayed
J01288,ORD0215,PRD021,OP40,40,M03,MAT001,W004,S3,5000,1.64,09-05-2025 09:39:36,09-05-2025 11:18:00,09-05-2025 11:28:31,09-05-2025 15:50:18,25.6,F01,42.6,Failed
J01289,ORD0215,PRD021,OP50,50,M04,MAT003,W053,S1,5000,0.82,09-05-2025 11:33:00,09-05-2025 12:22:12,09-05-2025 12:43:53,09-05-2025 15:19:25,5.3,F03,19.7,Delayed
J01290,ORD0215,PRD021,OP60,60,M05,MAT004,W066,S2,5000,0.91,09-05-2025 12:37:12,09-05-2025 13:31:48,09-05-2025 12:37:33,09-05-2025 13:32:42,2.6,,18.2,On-Time
J01291,ORD0216,PRD020,OP10,10,M01,MAT006,W025,S3,5000,1.36,18-05-2025 06:00:00,18-05-2025 07:21:36,18-05-2025 06:52:49,18-05-2025 09:33:40,21.2,F09,24.5,Delayed
J01292,ORD0216,PRD020,OP20,20,M02,MAT003,W020,S1,5000,1.2,18-05-2025 07:36:36,18-05-2025 08:48:36,18-05-2025 07:38:06,18-05-2025 08:52:21,8.0,,26.4,On-Time
J01293,ORD0216,PRD020,OP30,30,M02,MAT005,W021,S2,5000,0.97,18-05-2025 09:03:36,18-05-2025 10:01:48,18-05-2025 09:03:36,18-05-2025 09:51:07,11.7,,21.3,On-Time
J01294,ORD0216,PRD020,OP40,40,M03,MAT001,W076,S3,5000,1.54,18-05-2025 10:16:48,18-05-2025 11:49:12,18-05-2025 12:11:39,18-05-2025 16:36:19,26.9,F01,40.0,Failed
J01295,ORD0216,PRD020,OP50,50,M05,MAT006,W023,S2,5000,0.59,18-05-2025 12:04:12,18-05-2025 12:39:36,18-05-2025 12:04:12,18-05-2025 12:33:46,14.4,,11.8,On-Time
J01296,ORD0216,PRD020,OP60,60,M01,MAT003,W042,S2,5000,0.98,18-05-2025 12:54:36,18-05-2025 13:53:24,18-05-2025 12:54:36,18-05-2025 13:50:31,13.2,,17.6,On-Time
J01297,ORD0217,PRD026,OP10,10,M02,MAT006,W043,S3,1500,1.12,07-05-2025 06:00:00,07-05-2025 07:07:12,07-05-2025 08:11:34,07-05-2025 12:36:09,27.3,F02,24.6,Failed
J01298,ORD0217,PRD026,OP20,20,M01,MAT006,W050,S2,1500,0.88,07-05-2025 07:22:12,07-05-2025 08:15:00,07-05-2025 07:22:12,07-05-2025 08:05:34,9.5,,15.8,On-Time
J01299,ORD0217,PRD026,OP30,30,M02,MAT004,W057,S2,1500,0.76,07-05-2025 08:30:00,07-05-2025 09:15:36,07-05-2025 08:30:00,07-05-2025 09:06:37,6.5,,16.7,On-Time
J01300,ORD0217,PRD026,OP40,40,M03,MAT004,W058,S2,1500,1.09,07-05-2025 09:30:36,07-05-2025 10:36:00,07-05-2025 09:30:36,07-05-2025 10:18:15,14.9,,28.3,On-Time
J01301,ORD0217,PRD026,OP50,50,M04,MAT003,W053,S3,1500,0.44,07-05-2025 10:51:00,07-05-2025 11:17:24,07-05-2025 12:04:01,07-05-2025 14:19:57,11.6,F05,10.6,Failed
J01302,ORD0217,PRD026,OP60,60,M01,MAT003,W030,S3,1500,0.66,07-05-2025 11:32:24,07-05-2025 12:12:00,07-05-2025 12:10:25,07-05-2025 13:47:04,15.0,F09,11.9,Delayed
J01303,ORD0218,PRD034,OP10,10,M01,MAT004,W061,S2,7000,1.77,09-05-2025 06:00:00,09-05-2025 07:46:12,09-05-2025 06:00:00,09-05-2025 07:35:13,5.3,,31.9,On-Time
J01304,ORD0218,PRD034,OP20,20,M01,MAT002,W044,S2,7000,1.34,09-05-2025 08:01:12,09-05-2025 09:21:36,09-05-2025 08:07:54,09-05-2025 09:38:21,4.1,,24.1,On-Time
J01305,ORD0218,PRD034,OP30,30,M02,MAT005,W039,S1,7000,1.11,09-05-2025 09:36:36,09-05-2025 10:43:12,09-05-2025 09:36:36,09-05-2025 10:26:10,4.2,,24.4,On-Time
J01306,ORD0218,PRD034,OP40,40,M04,MAT003,W052,S2,7000,1.81,09-05-2025 10:58:12,09-05-2025 12:46:48,09-05-2025 11:39:14,09-05-2025 14:29:25,11.2,F08,43.4,Delayed
J01307,ORD0218,PRD034,OP50,50,M05,MAT004,W065,S1,7000,0.67,09-05-2025 13:01:48,09-05-2025 13:42:00,09-05-2025 13:05:43,09-05-2025 13:51:49,6.9,,13.4,On-Time
J01308,ORD0218,PRD034,OP60,60,M01,MAT002,W060,S2,7000,1.23,09-05-2025 13:57:00,09-05-2025 15:10:48,09-05-2025 13:57:00,09-05-2025 14:59:36,8.1,,22.1,On-Time
J01309,ORD0219,PRD006,OP10,10,M02,MAT002,W043,S1,3000,1.02,20-05-2025 06:00:00,20-05-2025 07:01:12,20-05-2025 06:02:59,20-05-2025 07:08:40,9.7,,22.4,On-Time
J01310,ORD0219,PRD006,OP20,20,M02,MAT005,W068,S2,3000,0.99,20-05-2025 07:16:12,20-05-2025 08:15:36,20-05-2025 07:17:57,20-05-2025 08:20:00,7.5,,21.8,On-Time
J01311,ORD0219,PRD006,OP30,30,M02,MAT004,W015,S3,3000,0.9,20-05-2025 08:30:36,20-05-2025 09:24:36,20-05-2025 09:23:06,20-05-2025 11:35:53,19.6,F08,19.8,Delayed
J01312,ORD0219,PRD006,OP40,40,M03,MAT001,W022,S1,3000,1.5,20-05-2025 09:39:36,20-05-2025 11:09:36,20-05-2025 10:07:33,20-05-2025 12:19:30,24.6,F06,39.0,Delayed
J01313,ORD0219,PRD006,OP50,50,M05,MAT004,W053,S3,3000,0.53,20-05-2025 11:24:36,20-05-2025 11:56:24,20-05-2025 11:25:27,20-05-2025 11:58:31,14.0,,10.6,On-Time
J01314,ORD0219,PRD006,OP60,60,M05,MAT001,W006,S3,3000,0.8,20-05-2025 12:11:24,20-05-2025 12:59:24,20-05-2025 12:14:38,20-05-2025 13:07:30,17.0,,16.0,On-Time
J01315,ORD0220,PRD014,OP10,10,M02,MAT002,W061,S2,6500,1.54,03-05-2025 06:00:00,03-05-2025 07:32:24,03-05-2025 08:18:55,03-05-2025 13:19:42,17.6,F11,33.9,Failed
J01316,ORD0220,PRD014,OP20,20,M02,MAT004,W080,S1,6500,1.39,03-05-2025 07:47:24,03-05-2025 09:10:48,03-05-2025 07:52:31,03-05-2025 09:23:35,7.0,,30.6,On-Time
J01317,ORD0220,PRD014,OP30,30,M02,MAT006,W045,S1,6500,1.11,03-05-2025 09:25:48,03-05-2025 10:32:24,03-05-2025 10:24:44,03-05-2025 12:59:45,8.6,F03,24.4,Delayed
J01318,ORD0220,PRD014,OP40,40,M03,MAT004,W076,S2,6500,1.23,03-05-2025 10:47:24,03-05-2025 12:01:12,03-05-2025 10:47:24,03-05-2025 11:45:08,10.8,,32.0,On-Time
J01319,ORD0220,PRD014,OP50,50,M05,MAT006,W011,S3,6500,0.66,03-05-2025 12:16:12,03-05-2025 12:55:48,03-05-2025 13:02:40,03-05-2025 14:51:59,23.4,F04,13.2,Delayed
J01320,ORD0220,PRD014,OP60,60,M01,MAT002,W054,S1,6500,1.12,03-05-2025 13:10:48,03-05-2025 14:18:00,03-05-2025 13:10:48,03-05-2025 14:01:14,9.6,,20.2,On-Time
J01321,ORD0221,PRD030,OP10,10,M02,MAT005,W013,S2,9500,1.3,31-05-2025 06:00:00,31-05-2025 07:18:00,31-05-2025 06:03:05,31-05-2025 07:25:42,3.6,,28.6,On-Time
J01322,ORD0221,PRD030,OP20,20,M01,MAT005,W020,S1,9500,1.23,31-05-2025 07:33:00,31-05-2025 08:46:48,31-05-2025 07:36:24,31-05-2025 08:55:19,8.0,,22.1,On-Time
J01323,ORD0221,PRD030,OP30,30,M02,MAT002,W033,S1,9500,0.9,31-05-2025 09:01:48,31-05-2025 09:55:48,31-05-2025 09:02:42,31-05-2025 09:58:03,7.2,,19.8,On-Time
J01324,ORD0221,PRD030,OP40,40,M04,MAT004,W004,S3,9500,1.46,31-05-2025 10:10:48,31-05-2025 11:38:24,31-05-2025 10:32:53,31-05-2025 12:33:37,17.7,F09,35.0,Delayed
J01325,ORD0221,PRD030,OP50,50,M04,MAT005,W011,S2,9500,0.81,31-05-2025 11:53:24,31-05-2025 12:42:00,31-05-2025 11:54:46,31-05-2025 12:45:27,12.3,,19.4,On-Time
J01326,ORD0221,PRD030,OP60,60,M05,MAT003,W084,S1,9500,1.54,31-05-2025 12:57:00,31-05-2025 14:29:24,31-05-2025 12:57:12,31-05-2025 14:29:56,0.9,,30.8,On-Time
J01327,ORD0222,PRD028,OP10,10,M01,MAT005,W019,S1,7500,1.18,12-05-2025 06:00:00,12-05-2025 07:10:48,12-05-2025 06:00:58,12-05-2025 07:13:13,15.4,,21.2,On-Time
J01328,ORD0222,PRD028,OP20,20,M01,MAT004,W038,S2,7500,1.38,12-05-2025 07:25:48,12-05-2025 08:48:36,12-05-2025 07:25:48,12-05-2025 08:33:35,6.5,,24.8,On-Time
J01329,ORD0222,PRD028,OP30,30,M03,MAT004,W057,S2,7500,0.81,12-05-2025 09:03:36,12-05-2025 09:52:12,12-05-2025 09:07:03,12-05-2025 10:00:51,12.6,,21.1,On-Time
J01330,ORD0222,PRD028,OP40,40,M03,MAT001,W052,S1,7500,1.36,12-05-2025 10:07:12,12-05-2025 11:28:48,12-05-2025 10:07:12,12-05-2025 11:12:59,12.8,,35.4,On-Time
J01331,ORD0222,PRD028,OP50,50,M04,MAT004,W053,S1,7500,0.89,12-05-2025 11:43:48,12-05-2025 12:37:12,12-05-2025 12:30:30,12-05-2025 14:33:57,7.6,F09,21.4,Delayed
J01332,ORD0222,PRD028,OP60,60,M01,MAT004,W006,S2,7500,1.23,12-05-2025 12:52:12,12-05-2025 14:06:00,12-05-2025 12:52:12,12-05-2025 13:54:05,7.3,,22.1,On-Time
J01333,ORD0223,PRD037,OP10,10,M02,MAT001,W067,S1,2000,1.08,05-05-2025 06:00:00,05-05-2025 07:04:48,05-05-2025 06:00:00,05-05-2025 06:54:16,3.8,,23.8,On-Time
J01334,ORD0223,PRD037,OP20,20,M01,MAT005,W032,S1,2000,0.7,05-05-2025 07:19:48,05-05-2025 08:01:48,05-05-2025 07:19:48,05-05-2025 07:52:11,3.3,,12.6,On-Time
J01335,ORD0223,PRD037,OP30,30,M02,MAT001,W057,S2,2000,0.53,05-05-2025 08:16:48,05-05-2025 08:48:36,05-05-2025 08:16:48,05-05-2025 08:31:06,1.1,,11.7,On-Time
J01336,ORD0223,PRD037,OP40,40,M04,MAT005,W022,S2,2000,1.3,05-05-2025 09:03:36,05-05-2025 10:21:36,05-05-2025 10:09:06,05-05-2025 13:05:22,17.9,F06,31.2,Delayed
J01337,ORD0223,PRD037,OP50,50,M04,MAT005,W047,S3,2000,0.46,05-05-2025 10:36:36,05-05-2025 11:04:12,05-05-2025 10:50:28,05-05-2025 11:38:53,22.6,F08,11.0,Delayed
J01338,ORD0223,PRD037,OP60,60,M05,MAT004,W078,S1,2000,0.78,05-05-2025 11:19:12,05-05-2025 12:06:00,05-05-2025 11:19:12,05-05-2025 11:50:03,10.9,,15.6,On-Time
J01339,ORD0224,PRD010,OP10,10,M02,MAT004,W061,S2,4000,1.2,04-05-2025 06:00:00,04-05-2025 07:12:00,04-05-2025 06:58:58,04-05-2025 09:39:25,11.5,F07,26.4,Delayed
J01340,ORD0224,PRD010,OP20,20,M02,MAT002,W032,S3,4000,1.28,04-05-2025 07:27:00,04-05-2025 08:43:48,04-05-2025 08:07:08,04-05-2025 10:24:08,16.8,F03,28.2,Delayed
J01341,ORD0224,PRD010,OP30,30,M03,MAT003,W081,S1,4000,0.96,04-05-2025 08:58:48,04-05-2025 09:56:24,04-05-2025 08:58:48,04-05-2025 09:42:15,5.8,,25.0,On-Time
J01342,ORD0224,PRD010,OP40,40,M03,MAT001,W022,S1,4000,1.27,04-05-2025 10:11:24,04-05-2025 11:27:36,04-05-2025 10:12:43,04-05-2025 11:30:53,11.4,,33.0,On-Time
J01343,ORD0224,PRD010,OP50,50,M05,MAT002,W065,S1,4000,0.73,04-05-2025 11:42:36,04-05-2025 12:26:24,04-05-2025 11:49:46,04-05-2025 12:44:20,2.5,,14.6,On-Time
J01344,ORD0224,PRD010,OP60,60,M01,MAT005,W066,S1,4000,0.8,04-05-2025 12:41:24,04-05-2025 13:29:24,04-05-2025 12:41:24,04-05-2025 13:17:35,3.3,,14.4,On-Time
J01345,ORD0225,PRD040,OP10,10,M01,MAT005,W055,S3,3000,1.35,20-05-2025 06:00:00,20-05-2025 07:21:00,20-05-2025 07:09:24,20-05-2025 10:14:30,25.0,F07,24.3,Delayed
J01346,ORD0225,PRD040,OP20,20,M01,MAT001,W056,S1,3000,1.01,20-05-2025 07:36:00,20-05-2025 08:36:36,20-05-2025 07:42:59,20-05-2025 08:54:05,9.8,,18.2,On-Time
J01347,ORD0225,PRD040,OP30,30,M03,MAT005,W027,S3,3000,0.6,20-05-2025 08:51:36,20-05-2025 09:27:36,20-05-2025 09:49:34,20-05-2025 11:52:31,18.1,F09,15.6,Delayed
J01348,ORD0225,PRD040,OP40,40,M04,MAT003,W076,S3,3000,1.18,20-05-2025 09:42:36,20-05-2025 10:53:24,20-05-2025 11:54:35,20-05-2025 16:23:22,22.7,F02,28.3,Failed
J01349,ORD0225,PRD040,OP50,50,M04,MAT006,W041,S1,3000,0.7,20-05-2025 11:08:24,20-05-2025 11:50:24,20-05-2025 11:13:41,20-05-2025 12:03:37,7.7,,16.8,On-Time
J01350,ORD0225,PRD040,OP60,60,M05,MAT001,W036,S2,3000,1.03,20-05-2025 12:05:24,20-05-2025 13:07:12,20-05-2025 12:05:24,20-05-2025 12:53:12,8.5,,20.6,On-Time
J01351,ORD0226,PRD016,OP10,10,M01,MAT002,W061,S2,8500,1.82,10-05-2025 06:00:00,10-05-2025 07:49:12,10-05-2025 06:03:28,10-05-2025 07:57:53,2.6,,32.8,On-Time
